document_type,document_number,database_id,date,amount,currency,customer_supplier,bank_account,journal_number,exact_problem_fields,exact_problem,why_cannot_repair_automatically,recommended_action,classification,safe_to_delete_and_recreate,disposition
"sales_invoice","SAPJ-26-020","bebaa804-1a19-4273-ab82-207dada0f8ee","2026-05-21","1300226.25","IDR","PT. Rania Kalani Indonesia","","JE2605-0023","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-021","07b8674d-b950-4ca7-b059-089b9626a60b","2026-06-02","26004525.00","IDR","PT. Rania Kalani Indonesia","","JE2606-0004","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-022","f1b943b9-f7a5-487e-95f5-526e20c17e8f","2026-06-10","20057700.00","IDR","PT. Arto Pharma Indonesia","","JE2606-0027","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-023","7841c782-1183-45b0-9193-256f95791ac3","2026-06-19","485913600.00","IDR","PT. Lapi Laboratories ","","JE2606-0051","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-024","bcb0a17f-3272-480c-8c7f-eef6e769e3f4","2026-06-23","46363590.00","IDR","PT Erlangga Edi Laboratories (ERELA)","","JE2606-0060","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-025","bb5ed19a-66d9-4cb7-90b6-8694bc848052","2026-06-24","33327056.25","IDR","PT. Rania Kalani Indonesia","","JE2606-0061","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-026","24ef4e05-1e3d-4fad-bf76-5a4cc1b7a5d0","2026-06-26","104574487.50","IDR","PT Prima Cita Prasada","","JE2606-0062","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-027","f2340d10-7b1c-4499-a3c7-e8d459aeab43","2026-07-07","20056600.00","IDR","PT. Arto Pharma Indonesia","","JE2607-0006","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-028","9cc2582a-92f6-44e9-a3b5-61ecf9c62e4a","2026-07-07","49215412.00","IDR","PT Prima Cita Prasada","","JE2607-0007","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-030","17a0aea3-5398-4733-8b52-068422a53290","2026-07-22","119890000.00","IDR","PT. Rania Kalani Indonesia","","JE2607-0045","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-031","84073dcb-cb12-46fc-975a-dd5260e79691","2026-07-22","15612715.00","IDR","PT. Rania Kalani Indonesia","","JE2607-0046","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","","89647a09-7d7e-48e4-b1de-97b4d064e3d0","2025-02-21","3603604.00","IDR","","BCA Bank · 0930 2010 14 · IDR","","matched_entry_id","Linked document has no provable active journal","Linked document has no provable active journal","Post or identify the correct source document journal","Manual relink required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","","c4c2bb7e-d17f-4009-a579-1a1ac569b1f9","2025-10-15","5200000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","","matched_entry_id","Linked document has no provable active journal","Linked document has no provable active journal","Post or identify the correct source document journal","Manual relink required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/085","e2695a1e-dff2-4246-81da-95a1760af228","2025-10-15","4684685.00","IDR","PT STATION SARANA MULYA","BCA Bank · 0930 2010 14 · IDR","","active journal","Approved expense has no active journal","Approved expense has no active journal","Accountant-authorised posting through the native Expense workflow","Missing source document","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"journal","JE2602-0085","ff853e3a-cab5-4f74-92bd-b37926a3071b","2026-01-06","20000000.00","IDR","","","JE2602-0085","source_module, reference_id","Journal metadata cannot be derived into a native Loan source document from stored data","Journal metadata cannot be derived into a native Loan source document from stored data","Confirm the lender identity, loan terms, maturity and opening outstanding balance; then create and relink the native Loan source document without reposting the journal","Missing source document","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"journal","JE2607-0050","0501c421-4ece-4329-8ba0-48f5439caa64","2026-03-04","2000.00","USD","","","JE2607-0050","exchange_rate","Journal metadata cannot be derived from a unique stored source relationship","Journal metadata cannot be derived from a unique stored source relationship","Correct source module/document and/or authoritative historical currency rate","Missing source document","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"journal","JE2607-0049","9b5a6d14-1a5b-49fe-a7ad-42f924d0dd1a","2026-06-11","4200.00","USD","","","JE2607-0049","exchange_rate","Journal metadata cannot be derived from a unique stored source relationship","Journal metadata cannot be derived from a unique stored source relationship","Correct source module/document and/or authoritative historical currency rate","Missing source document","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
